email_text,feature1_subject_length,feature2_body_length,feature3_exclamation_count,feature4_capital_ratio,feature5_has_free,feature6_has_offer,feature7_has_urgent,feature8_num_links,feature9_has_attachment,feature10_is_known_domain,label
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código QqNkTX. ¡Stock limitado! Visita http://OeOiL7xM.com.",25,130,2,0.09230769230769231,0,1,1,2,0,0,SPAM
"Asunto: ¡Haz Clic para Ahorros Instantáneos!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://YopIMVW9.com.",36,118,1,0.07627118644067797,1,0,1,3,1,1,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código JjAjLM. ¡Stock limitado! Visita http://jIvrLvc4.com.",32,130,2,0.07692307692307693,0,1,1,1,1,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://CArwABCK.com",19,109,1,0.08256880733944955,1,0,1,1,0,1,SPAM
"Asunto: ¡Muestras Gratis Hoy!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://LSQtORo7.com.",21,118,1,0.07627118644067797,1,0,1,1,0,1,SPAM
"Asunto: ¡Haz Clic para Ahorros Instantáneos!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://Xcyvrlmm.com.",36,93,1,0.043010752688172046,1,0,0,3,0,0,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://whC8Vsi3.com",23,109,1,0.045871559633027525,1,0,1,1,1,1,SPAM
"Asunto: ¡Muestras Gratis Hoy!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://0XM57jlo.com.",21,118,1,0.05084745762711865,1,0,1,2,0,0,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://OfEvh4ne.com.",32,93,1,0.053763440860215055,1,0,0,1,0,1,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código M8IJLH. ¡Stock limitado! Visita http://n00YK1CD.com.",19,130,2,0.1,0,1,1,3,0,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://uEpHJni4.com.",29,93,1,0.06451612903225806,1,1,0,4,0,0,SPAM
"Asunto: ¡Muestras Gratis Hoy!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código 1KxZxF. ¡Stock limitado! Visita http://RkkDceTL.com.",21,130,2,0.08461538461538462,1,1,1,4,1,0,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://ygHxl1J8.com.",32,118,1,0.05084745762711865,1,0,1,5,0,0,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://Iqs7aBAP.com.",23,118,1,0.06779661016949153,1,0,1,1,0,0,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://9t6338GV.com.",23,93,1,0.053763440860215055,1,0,0,4,1,1,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código z6BXHj. ¡Stock limitado! Visita http://P1F11F6R.com.",23,130,2,0.08461538461538462,1,1,1,4,1,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código DXZjnt. ¡Stock limitado! Visita http://ps3WKBXu.com.",41,130,2,0.08461538461538462,0,1,1,4,0,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://qAq5rLjs.com.",32,86,0,0.05813953488372093,0,1,1,5,0,0,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código uSXJUx. ¡Stock limitado! Visita http://1K7tXq1N.com.",23,130,2,0.08461538461538462,1,1,1,5,1,1,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://pAyOqNGE.com.",23,93,1,0.08602150537634409,1,0,0,3,1,1,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://Deqxvoe9.com.",19,93,1,0.043010752688172046,1,0,0,5,0,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://zxvveuKs.com",32,109,1,0.03669724770642202,1,1,1,1,0,1,SPAM
"Asunto: ¡Haz Clic para Ahorros Instantáneos!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://VEGt5jra.com.",36,118,1,0.059322033898305086,1,0,1,2,0,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código kfcvd5. ¡Stock limitado! Visita http://vntOFf9D.com.",32,130,2,0.05384615384615385,0,1,1,4,0,0,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código qDNmAI. ¡Stock limitado! Visita http://jR2f3pbI.com.",25,130,2,0.07692307692307693,0,1,1,3,0,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://aNuhBWAt.com.",41,86,0,0.08139534883720931,0,0,1,1,1,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://GNQ9WrXz.com.",19,93,1,0.08602150537634409,1,0,0,4,1,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://ZTXFmf3a.com.",41,93,1,0.07526881720430108,1,0,0,3,0,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código TX7Zdg. ¡Stock limitado! Visita http://RaCUGBky.com.",19,130,2,0.09230769230769231,0,1,1,1,1,1,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código iFSbMb. ¡Stock limitado! Visita http://bIwwIUL5.com.",32,130,2,0.08461538461538462,0,1,1,2,0,0,SPAM
"Asunto: ¡Muestras Gratis Hoy!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código UNRZZy. ¡Stock limitado! Visita http://5igYK7P7.com.",21,130,2,0.09230769230769231,1,1,1,3,0,0,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://U6uqcBuN.com",23,109,1,0.05504587155963303,1,0,1,3,1,1,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://OdAUCqOQ.com",25,109,1,0.08256880733944955,1,0,1,4,1,1,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código J2ujfA. ¡Stock limitado! Visita http://yUm0UWsQ.com.",19,130,2,0.07692307692307693,0,1,1,2,1,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://HrPv2fKj.com",29,109,1,0.05504587155963303,1,1,1,4,0,0,SPAM
"Asunto: ¡Muestras Gratis Hoy!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://nKFOfzd9.com",21,109,1,0.05504587155963303,1,0,1,3,0,0,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://bT85rZwV.com",23,109,1,0.05504587155963303,1,0,1,1,1,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://3UyQMPWl.com.",19,118,1,0.07627118644067797,1,0,1,4,0,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://x1P1B0YF.com.",19,118,1,0.06779661016949153,1,0,1,2,1,0,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://jivMF7Cj.com.",23,93,1,0.06451612903225806,1,0,0,4,1,1,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://thuc9GPB.com",32,109,1,0.05504587155963303,1,0,1,3,1,1,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://JUUG13dq.com",32,109,1,0.06422018348623854,1,1,1,4,1,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código HCPwgE. ¡Stock limitado! Visita http://4auYDCSI.com.",19,130,2,0.1,0,1,1,2,0,0,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://fdgl8kxf.com.",25,86,0,0.03488372093023256,0,0,1,1,1,1,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código woQCmU. ¡Stock limitado! Visita http://oYwUaMq8.com.",29,130,2,0.07692307692307693,0,1,1,4,1,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://4oqRlPca.com.",32,86,0,0.05813953488372093,0,1,1,3,0,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://U33Oj9Fr.com.",41,93,1,0.06451612903225806,1,0,0,1,1,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código 4nA7U4. ¡Stock limitado! Visita http://eLgYKe86.com.",29,130,2,0.06923076923076923,0,1,1,5,1,0,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://C007wHnO.com",25,109,1,0.05504587155963303,1,0,1,3,0,0,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://aIRbrcN0.com",32,109,1,0.05504587155963303,1,0,1,3,0,1,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://2OAfUCAt.com.",41,86,0,0.09302325581395349,0,0,1,3,0,0,SPAM
"Asunto: ¡Haz Clic para Ahorros Instantáneos!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código lkX0zh. ¡Stock limitado! Visita http://IqLEzzl5.com.",36,130,2,0.06153846153846154,0,1,1,1,1,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://cw8fW0ud.com.",41,86,0,0.046511627906976744,0,0,1,3,0,0,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código SDz3IR. ¡Stock limitado! Visita http://NK4BVImy.com.",23,130,2,0.1,1,1,1,4,1,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://VRjRdd3a.com.",41,86,0,0.06976744186046512,0,0,1,1,0,1,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://NEu55isi.com.",32,86,0,0.05813953488372093,1,0,1,5,1,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://4ZPdK2uN.com.",29,93,1,0.07526881720430108,1,1,0,2,0,0,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://G840M2xt.com",32,109,1,0.045871559633027525,1,0,1,3,1,0,SPAM
"Asunto: ¡Haz Clic para Ahorros Instantáneos!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://QL3wyX0R.com.",36,118,1,0.06779661016949153,1,0,1,3,1,1,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://aXzb1q8U.com.",32,93,1,0.053763440860215055,1,0,0,5,1,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://ZkGtmNMh.com.",41,118,1,0.06779661016949153,1,0,1,2,1,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://vSHBEWxl.com",19,109,1,0.07339449541284404,1,0,1,2,0,0,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código aQCDtM. ¡Stock limitado! Visita http://WRZvSffp.com.",32,130,2,0.09230769230769231,1,1,1,5,1,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://KY1HpzTE.com.",29,118,1,0.07627118644067797,1,1,1,2,1,1,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://U4YOOv82.com.",32,118,1,0.06779661016949153,1,0,1,5,0,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código MFGOy7. ¡Stock limitado! Visita http://KTPbhNw0.com.",29,130,2,0.09230769230769231,0,1,1,2,1,1,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://7z7G5BTI.com",29,109,1,0.06422018348623854,1,1,1,3,0,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://MbiUvu4z.com.",41,86,0,0.05813953488372093,0,0,1,5,1,1,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://BdwJZZKI.com.",23,86,0,0.10465116279069768,1,0,1,5,1,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://bCJ17MYs.com",32,109,1,0.06422018348623854,1,1,1,4,0,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código jeT6Cs. ¡Stock limitado! Visita http://kKnbre4y.com.",29,130,2,0.05384615384615385,0,1,1,1,0,0,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://MUJXV8Fw.com.",32,93,1,0.0967741935483871,1,0,0,3,0,0,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://kHlXJNzq.com.",32,93,1,0.07526881720430108,1,0,0,2,0,1,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://ylOIr9f5.com.",41,93,1,0.053763440860215055,1,0,0,2,1,0,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://Aatu2A7T.com.",23,93,1,0.06451612903225806,1,0,0,1,0,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://XxUX15kz.com.",41,86,0,0.06976744186046512,0,0,1,4,1,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://nIf3B7r5.com.",41,93,1,0.053763440860215055,1,0,0,1,0,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://RB4LElga.com.",19,118,1,0.06779661016949153,1,0,1,3,0,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://bZqeeeZn.com.",32,86,0,0.05813953488372093,0,1,1,2,0,1,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://uqaZrHkr.com.",32,93,1,0.053763440860215055,1,1,0,5,1,0,SPAM
"Asunto: ¡Haz Clic para Ahorros Instantáneos!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://ATKFLzYK.com.",36,93,1,0.10752688172043011,1,0,0,4,1,0,SPAM
"Asunto: ¡Haz Clic para Ahorros Instantáneos!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código EhygfC. ¡Stock limitado! Visita http://VBPiUYS8.com.",36,130,2,0.09230769230769231,0,1,1,5,1,1,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código Cn6D6g. ¡Stock limitado! Visita http://UgTs6VY5.com.",19,130,2,0.07692307692307693,0,1,1,2,1,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código 3W6W0j. ¡Stock limitado! Visita http://nPeDpG9f.com.",41,130,2,0.06923076923076923,0,1,1,4,1,0,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://8pszZmjI.com.",29,86,0,0.05813953488372093,0,1,1,3,0,1,SPAM
"Asunto: ¡Muestras Gratis Hoy!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://TbbYClY7.com.",21,86,0,0.08139534883720931,1,0,1,4,0,1,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://z9YTwZZg.com",25,109,1,0.06422018348623854,1,0,1,4,0,0,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://rLiNy6mv.com.",32,86,0,0.05813953488372093,1,0,1,2,0,0,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://azhz1jt5.com",32,109,1,0.027522935779816515,1,0,1,2,0,1,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://bD0KNqhn.com.",32,118,1,0.059322033898305086,1,0,1,5,1,1,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://8R76EVqZ.com.",41,118,1,0.06779661016949153,1,0,1,2,0,0,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://V45wqcpA.com",25,109,1,0.045871559633027525,1,0,1,2,1,0,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://UJCm6X4N.com.",25,86,0,0.09302325581395349,0,0,1,5,0,1,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://5gBe0vUG.com.",41,118,1,0.059322033898305086,1,0,1,3,1,1,SPAM
"Asunto: ¡Oferta Increíble en Gadgets!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://FYztuQM1.com.",29,86,0,0.08139534883720931,0,1,1,1,1,1,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://swr8zhjy.com.",23,93,1,0.03225806451612903,1,0,0,5,0,0,SPAM
"Asunto: ¡Haz Clic para Ahorros Instantáneos!
Cuerpo: ¡Has ganado un premio! Entra para reclamar tu regalo gratis. Detalles en http://InKHLo2e.com.",36,93,1,0.07526881720430108,1,0,0,4,0,0,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://YkLRpUjn.com.",23,118,1,0.06779661016949153,1,0,1,1,0,0,SPAM
"Asunto: ¡Venta Flash Ahora!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://thPylFSM.com.",19,118,1,0.06779661016949153,1,0,1,5,0,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código Ooa999. ¡Stock limitado! Visita http://TLTJigds.com.",41,130,2,0.06923076923076923,0,1,1,2,1,1,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://jazIGHaZ.com",25,109,1,0.06422018348623854,1,0,1,4,0,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código O774N4. ¡Stock limitado! Visita http://EqjqvbqE.com.",41,130,2,0.06153846153846154,0,1,1,1,0,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://F1eUdhH0.com.",41,86,0,0.06976744186046512,0,0,1,3,0,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código DQmSgD. ¡Stock limitado! Visita http://e4iyblXh.com.",41,130,2,0.06923076923076923,0,1,1,2,1,0,SPAM
"Asunto: ¡Haz Clic para Ahorros Instantáneos!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://wCpgbY8y.com",36,109,1,0.045871559633027525,1,0,1,4,0,0,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://RDv6ygny.com.",23,118,1,0.05084745762711865,1,0,1,4,1,0,SPAM
"Asunto: ¡Promoción VIP Exclusiva!
Cuerpo: Descuento especial para ti: Ahorra mucho en moda. Compra ahora en http://2zaoEEht.com.",25,86,0,0.05813953488372093,0,0,1,5,0,0,SPAM
"Asunto: ¡Prueba Nuestro Servicio Gratis!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://FyLdXIIR.com",32,109,1,0.08256880733944955,1,0,1,2,0,0,SPAM
"Asunto: ¡Gana un iPhone Gratis!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://gYIsJaG7.com.",23,118,1,0.06779661016949153,1,0,1,4,1,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://ibXnmG5S.com.",41,118,1,0.059322033898305086,1,0,1,3,0,0,SPAM
"Asunto: ¡50% de Descuento en Todos los Productos!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://61WQ3vbT.com.",41,118,1,0.059322033898305086,1,0,1,5,1,1,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: ¡Hola! No te pierdas esta oferta increíble en gadgets top. 20% off con código pNZuz8. ¡Stock limitado! Visita http://SHPkg2ZV.com.",41,130,2,0.08461538461538462,0,1,1,4,1,0,SPAM
"Asunto: ¡Código de Descuento por Tiempo Limitado!
Cuerpo: Reclama tus muestras gratis ahora. Sin compra necesaria. ¡Date prisa, termina pronto! Haz clic en http://st3tPPPj.com.",41,118,1,0.059322033898305086,1,0,1,5,0,0,SPAM
"Asunto: ¡Haz Clic para Ahorros Instantáneos!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://L9mEjWIl.com",36,109,1,0.06422018348623854,1,0,1,5,0,0,SPAM
"Asunto: ¡Alerta de Oferta Personalizada!
Cuerpo: Promoción exclusiva: Compra uno y lleva otro gratis. ¡Actúa rápido antes de que se agote! http://l8N25A6s.com",32,109,1,0.045871559633027525,1,1,1,2,0,0,SPAM
